# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1699334493.84865 16.855790 -0.115133 52.793466 -0.042660 -0.233493 -0.136566 0.961775 0.1602352708 0.0445159687 0.0488482521 0.1627187069 0.0298766648 0.1709168650 152.3076919271 22.3030323602 -49.2959234542 127.0697043034 43.7036978751 42.2030462603
1699334493.91540 16.728037 -0.167536 54.754863 -0.041738 -0.237230 -0.133891 0.961277 0.2187900113 0.0119166469 0.0661786016 0.1932419339 0.0107480677 0.2457124736 176.5588432152 -20.7837543761 -19.9124324352 175.7300151599 4.3956482265 23.6765792698
1699334493.98215 16.592655 -0.215099 56.713867 -0.044816 -0.244991 -0.133779 0.959205 0.2758798474 0.0118856309 0.0668218585 0.2477864125 0.0103287074 0.2985461465 195.6158721133 -23.0385242428 -20.6272617637 191.1754006446 4.7997687270 25.8071782505
1699334494.04889 16.456905 -0.249548 58.676622 -0.043944 -0.244538 -0.134362 0.959279 0.3307336598 0.0120688801 0.0669405648 0.3026827189 0.0105224130 0.3538494707 216.0904897228 -25.4701077583 -21.3149930216 207.8582220739 5.1353677344 28.0814026319
1699334494.11564 16.301023 -0.289060 60.642332 -0.039878 -0.244149 -0.134599 0.959523 0.3856538903 0.0126906436 0.0669516017 0.3579339976 0.0111089194 0.4093158092 238.0280871056 -28.0670898374 -21.8955923530 225.8237736729 5.4578755752 30.4707685534
1699334494.18239 16.135264 -0.307493 62.608086 -0.043904 -0.241101 -0.137311 0.959734 0.4403382234 0.0121249821 0.0670933489 0.4130152456 0.0108721683 0.4657766097 261.4915236738 -30.8410783626 -22.3782118826 245.1289595041 5.6548430426 33.0209010323
1699334494.24913 15.955854 -0.316125 64.571469 -0.045549 -0.242071 -0.138431 0.959252 0.4962633591 0.0120307293 0.0673568288 0.4683985948 0.0107800577 0.5212820434 286.5171850575 -33.7844705743 -22.7410742030 265.8240802744 5.7575293294 35.7208244018
1699334494.31588 15.767598 -0.320116 66.521759 -0.047152 -0.241693 -0.139773 0.959075 0.5520068138 0.0118881376 0.0675524156 0.5239751171 0.0107166864 0.5773621938 313.0516153943 -36.8859569210 -22.9997620810 287.8784067014 5.7884724955 38.5686686742
1699334494.38263 15.714889 -0.307416 68.197154 0.103899 -0.500419 -0.170663 0.842413 0.5523801865 0.0237853710 0.0833445834 0.4745804032 0.0283132164 0.5173946290 341.2642547813 -40.1619477954 -23.0647330971 311.4681708176 5.6734609227 41.5175183862
1699334494.44938 -22.762044 51.450813 29.716772 -0.243624 -0.774869 0.256900 0.523668 0.4720039758 0.1007230890 0.1461486076 0.2511345660 0.0376768167 0.2566415566 349.7969641548 -40.1597256071 -16.9181948661 324.5812415852 5.6356141640 27.8954159367
1699334494.54950 -25.899247 55.463703 29.269020 -0.241049 -0.779172 0.258967 0.517419 0.4244774454 -0.1594420039 -0.1037935687 0.4697195627 0.0866909006 0.3304011566 1865.1240630773 1285.4105148207 -53.1657950840 1093.6277368638 90.1313194307 1020.6074404536
1699334494.61624 -33.585460 53.192952 27.705282 -0.383690 -0.507614 0.377725 0.672632 0.4235541168 -0.1476895347 -0.1003330604 0.5193710601 0.0863364121 0.3868477810 1772.2846182391 1229.8178756468 -43.5237098014 1076.9095048038 115.1548834016 1121.0200201036
1699334494.68299 -36.048516 55.580879 27.144824 -0.381544 -0.512508 0.378743 0.669562 0.4255796436 -0.1026481002 -0.0143002749 0.7015874311 -0.0383063653 0.3673447369 1625.5970054849 1386.9001396817 -50.9862547028 1483.1067842221 158.6807608274 1238.5213513043
1699334494.74974 -38.573427 57.988474 26.524461 -0.380347 -0.510471 0.380124 0.671014 0.4804280247 -0.1026393243 -0.0134911631 0.7563676857 -0.0411614328 0.4230408401 1769.4656579854 1519.3343426197 -61.4443649664 1629.5945244345 177.0436769588 1353.9138542248
1699334494.81648 -41.159118 60.405380 25.872533 -0.381127 -0.508183 0.381900 0.671300 0.5347339956 -0.1015645372 -0.0131214502 0.8123016397 -0.0430187123 0.4787078289 1920.1413351426 1659.9662392232 -72.4795219023 1786.9397494478 196.3865890942 1476.3294070172
1699334494.88323 -43.771690 62.820451 25.175988 -0.384522 -0.508840 0.382226 0.668677 0.5889974729 -0.1003203616 -0.0139567762 0.8693487024 -0.0413196150 0.5338726927 2076.9701151737 1807.5774462297 -84.2691001002 1953.5279177848 216.7468296615 1604.8093441145
1699334494.94998 -46.424828 65.245295 24.440731 -0.389711 -0.510443 0.381393 0.664916 0.6433708595 -0.0988614398 -0.0153170498 0.9270305124 -0.0378377091 0.5888522576 2240.7073341202 1963.1264362920 -96.7487830047 2130.5010025315 238.1163521461 1740.1505680095
1699334495.01673 -49.130495 67.676933 23.661102 -0.395699 -0.510778 0.378958 0.662510 0.6983678331 -0.0975642425 -0.0163984813 0.9845920669 -0.0345994730 0.6438901690 2411.2180519709 2127.0852536357 -110.0000973416 2319.0731484520 260.6183075640 1882.8373459410
1699334495.08347 -51.684328 69.894739 22.940638 -0.380607 -0.539730 0.416659 0.624680 0.6525404646 0.0247543445 0.0225263788 0.7471960941 -0.0361871616 0.6686899154 2587.4099439617 2300.8869703966 -124.4641880205 2518.9584810328 284.7087746996 2033.0123914975
1699334495.15022 -54.470836 72.298646 22.068757 -0.380910 -0.537921 0.418797 0.624626 0.7159568305 0.0238641280 0.0222303560 0.7996557411 -0.0418123181 0.7200171487 2752.2016637660 2464.7128317206 -137.3703771988 2714.1650049998 306.9169033501 2175.9578630329
1699334495.21697 -57.290960 74.695628 21.143692 -0.382168 -0.535508 0.422550 0.623402 0.7723215189 0.0247838543 0.0220460493 0.8543030496 -0.0431664036 0.7767731034 2938.4226906897 2650.9721652614 -153.1086160498 2935.9658025909 332.8670956576 2338.4387674870
1699334495.28371 -59.912648 76.555618 19.838408 -0.474619 -0.552125 0.530642 0.433951 0.4125096041 0.0647297258 0.1622320899 0.7235598625 0.1546561945 0.4583210695 3128.4845633103 2846.7220113269 -170.7094312172 3166.2737377320 361.0000891661 2505.7340559108
1699334495.35046 -65.784355 62.741012 -0.101800 -0.301309 -0.946783 0.000630 0.113204 0.2113736160 0.0407587436 0.0172193411 0.5227214604 0.0308464748 0.1952482474 3259.3262693231 3022.5845966099 -220.8300636084 3347.2204940676 389.8701443571 2270.9278511237
1699334495.41721 -68.651663 64.874701 -2.554687 -0.304784 -0.947659 0.007091 0.094865 0.2575940135 0.0059022492 -0.0129621106 0.1931508398 0.0423314656 0.5386213049 2373.1456393697 2555.4149847546 -559.9327105449 4036.0151507227 599.6704915686 2081.9690155719
1699334495.48396 -71.275996 66.670829 -5.042322 -0.305026 -0.948559 0.014600 0.083557 0.2988427450 0.0098005659 0.0200536301 0.1935133106 0.0463485795 0.5503397665 2543.9154652079 2729.9078460145 -613.9213227182 4327.4574547830 650.8179963550 2223.3801142481
1699334495.55070 -73.893322 68.465378 -7.592120 -0.305714 -0.948627 0.015629 0.080009 0.3551966324 0.0116505244 0.0280407660 0.2484246506 0.0470357779 0.6014118508 2697.2186478465 2885.4396161833 -668.3157376225 4606.0717845327 700.1144782417 2352.6265846022
1699334495.61745 -76.512301 70.259124 -10.232332 -0.306960 -0.948515 0.012362 0.077084 0.4104844905 0.0115185031 0.0292250932 0.3024336523 0.0440213916 0.6550085518 2855.9751803986 3045.5851634079 -725.3377823168 4895.2839667974 751.4715745117 2485.9554588448
1699334495.68420 -79.131968 72.050502 -12.953183 -0.308206 -0.948438 0.011958 0.073012 0.4662186835 0.0116317721 0.0313162326 0.3570635160 0.0426172335 0.7080929465 3020.1474776570 3209.8294470939 -785.1253387725 5194.5018070962 804.9612788255 2622.9696757534
1699334495.75095 -81.757068 73.830415 -15.777302 -0.307512 -0.948855 0.012843 0.070330 0.5219637847 0.0121907025 0.0327630935 0.4122802403 0.0426115803 0.7611361781 3189.5396852512 3377.7953058248 -848.1912204613 5504.7714154025 860.8322740546 2763.6096416404
1699334495.81769 -84.382534 75.611678 -18.677765 -0.306239 -0.949483 0.014846 0.066928 0.5780250349 0.0130206967 0.0346198288 0.4678631051 0.0432184822 0.8140512380 3364.7342243091 3550.0165012877 -914.0736348154 5825.2277231611 918.8866676580 2908.0156241545
1699334495.88444 -59.245620 58.275689 -68.733827 0.086476 0.918739 0.225660 0.312278 0.2873199714 -0.0288815155 0.1229768397 0.1883440150 0.0301181536 0.7210293841 3334.3948530633 3782.1334833423 -735.8727663496 5887.9730865690 970.5158465293 2436.8076156806
1699334495.95119 -60.623048 59.658823 -72.986124 0.083241 0.916209 0.224700 0.321158 0.6407607979 -0.1123333190 0.2012138827 0.2820844887 -0.1071513200 0.4360505686 3293.4607927245 2245.9800334329 -968.7875514176 5717.4747991341 1218.6238656284 1511.7109059804
1699334496.01793 -61.969288 61.061609 -77.300503 0.080575 0.913056 0.223714 0.331342 0.7054241689 -0.1112387813 0.1975895987 0.3351898066 -0.1029760025 0.4809813554 3476.5502716605 2335.2772576984 -1018.5297527801 6012.0037848078 1292.0285321278 1576.3207110942
1699334496.08468 -56.924424 55.852891 -69.388948 0.008576 0.881462 0.147797 0.448450 0.6823465860 -0.1284674343 0.2199966639 0.2899777092 -0.0832718317 0.4462457727 3663.5126869765 2427.3117307025 -1071.7659843665 6312.0142172786 1371.0687731085 1637.3237692413
1699334496.15143 -67.045440 44.726753 -82.863064 0.184376 0.923568 -0.026841 0.335123 0.7601114703 -0.0058610321 0.1566968787 0.1930744894 -0.0356166500 0.3175848498 3103.1211287971 2166.6395730539 -986.3321067033 5543.0216639499 1186.5896107239 1404.4390253217
1699334496.21818 -68.380576 45.772131 -87.414698 0.178266 0.923573 -0.027336 0.338358 0.7363199940 -0.0078696325 0.2279523879 0.2376999522 0.0128860275 0.4590359853 3202.6253579588 2123.8608825854 -1348.8576076263 6846.8201131744 952.6820232840 1459.2284823837
1699334496.28492 -69.681785 46.813482 -92.040761 0.172677 0.923612 -0.026151 0.341232 0.7935399865 -0.0045939458 0.2261601627 0.2921895453 0.0136582961 0.5101676420 3377.2828910506 2207.4873908739 -1410.2797616039 7173.6725693875 1007.4539840635 1510.9711463443
1699334496.35167 -70.952997 47.855809 -96.732405 0.168160 0.923107 -0.024096 0.344985 0.8515893247 -0.0029209449 0.2239088319 0.3468937245 0.0135571732 0.5608070046 3557.5901699580 2292.5266807526 -1472.5990146747 7508.8552195478 1063.9509852381 1563.0798877756
1699334496.41842 -72.183206 48.894020 -101.497528 0.164890 0.922083 -0.020236 0.349520 0.9102615115 -0.0036993724 0.2213145581 0.4017560718 0.0120726969 0.6112202748 3743.8234496957 2378.7788806334 -1535.6903006478 7852.3570851369 1122.0772267606 1615.2271349913
1699334496.48517 -73.385467 49.937721 -106.323628 0.161495 0.919649 -0.017882 0.357554 0.9725331168 -0.0036401983 0.2161848367 0.4568579209 0.0111581902 0.6583424373 3935.7734460034 2466.5500979620 -1599.5370251856 8204.2618073276 1182.1045544866 1667.7902505148
1699334496.55192 -74.560505 50.991651 -111.205879 0.159527 0.917215 -0.019533 0.364537 1.0345165462 -0.0015065997 0.2110631450 0.5123517925 0.0120690901 0.7059066820 4133.4047624516 2555.9402399241 -1664.0163707469 8564.3840699609 1244.2070293256 1720.8304757151
1699334496.61867 -95.993954 67.402294 -114.333715 0.209690 0.960363 0.113296 0.144557 0.9869023425 0.0112286605 0.3907429333 0.1632079895 0.0177816240 0.4388600765 4241.8355745846 2717.8817497108 -1706.8727791556 8726.5881628269 1313.5406645043 1758.8578601480
1699334496.68541 -96.758234 70.150217 -119.258897 0.242621 0.953948 0.094783 0.148777 0.5313504516 -0.1079775203 0.3509967045 0.2458535979 -0.1375869478 0.7970409760 4968.8984679446 3782.8949985664 -1983.0017363601 10565.9419755974 1841.4177001346 2590.8646698016
1699334496.75216 -98.422442 71.707921 -124.409813 0.242263 0.953939 0.091979 0.151155 0.5282386877 -0.1199599027 0.3914859796 0.2960623278 -0.1179100738 0.8290460528 5272.1940730252 3954.0813467924 -2039.8779900876 10892.8112807149 1964.6309474215 2681.8377641055
1699334496.81891 -100.077774 73.266833 -129.640713 0.237914 0.955372 0.089886 0.150269 0.5842912055 -0.1175560388 0.3927675310 0.3488208547 -0.1142310037 0.8843370419 5523.3571706281 4095.9787785258 -2123.3545757419 11328.9987319685 2061.6775754668 2774.6758027666
1699334496.88566 -101.715612 74.834640 -134.947716 0.232379 0.955989 0.087865 0.156091 0.6512934590 -0.1159280048 0.3979137656 0.4010564473 -0.1080670324 0.9297497635 5782.0649335195 4240.3453763462 -2208.6864078253 11775.9989863744 2161.7715608906 2869.1191332272
1699334496.95241 -103.332686 76.410154 -140.329635 0.227185 0.956223 0.086628 0.162850 0.7196402405 -0.1152115542 0.4028470440 0.4541073938 -0.1030124943 0.9735465892 6048.3544701376 4386.9477618839 -2295.6178535235 12232.6978523186 2264.9505113530 2964.9258079718
1699334497.01915 -104.931282 77.991137 -145.783209 0.223640 0.956094 0.084913 0.169288 0.7875402412 -0.1145275850 0.4072711203 0.5077634986 -0.0983993620 1.0177259468 6322.0855008594 4535.7145991804 -2384.1439414616 12699.2447963065 2371.1703001913 3062.1033038664
