# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1700030416.07354 -0.260928 0.020594 0.061231 0.023689 0.031904 0.999196 0.005411 0.0001459998 -0.0000009483 0.0000329069 0.0001756078 0.0000138082 0.0005849690 0.0600008849 0.0005278919 0.0007207759 0.0586151602 0.0002936961 0.0569213735
1700030416.14036 -0.278776 0.021320 0.081738 0.008198 0.039139 0.999175 0.007079 0.0001451030 -0.0000023180 0.0000274471 0.0001759367 0.0000216660 0.0005763810 0.0599183773 0.0005497232 0.0007161422 0.0585525640 0.0002812246 0.0569483203
1700030416.20682 -0.293820 0.011402 0.108075 0.008681 0.036808 0.999246 0.008813 0.0001462440 -0.0000040720 0.0000270844 0.0001792819 0.0000201442 0.0005827317 0.0598539574 0.0005645008 0.0006911783 0.0585204693 0.0003151600 0.0569582477
1700030416.27327 -0.321939 0.008085 0.125062 0.006787 0.036173 0.999311 0.004847 0.0001490277 -0.0000041705 0.0000268190 0.0001840668 0.0000181025 0.0005900019 0.0598698132 0.0005552735 0.0006925248 0.0585459876 0.0003395299 0.0570441061
1700030416.33973 -0.352265 0.005222 0.143585 0.003104 0.035052 0.999378 0.002245 0.0001516980 -0.0000044475 0.0000244003 0.0001890144 0.0000166396 0.0005975809 0.0599735079 0.0005484937 0.0006859419 0.0586582222 0.0003784842 0.0572006686
1700030416.40617 -0.384628 0.001561 0.162838 0.004025 0.034625 0.999391 0.001693 0.0001549597 -0.0000046667 0.0000260801 0.0001941210 0.0000158680 0.0006047637 0.0601861974 0.0005404417 0.0006767366 0.0588789855 0.0004302296 0.0574532837
1700030416.47261 -0.515742 -0.016824 0.111820 -0.002463 0.025159 0.999673 0.003875 0.0001448922 -0.0000058611 0.0000257551 0.0001845307 0.0000125910 0.0006097084 0.0599195320 0.0005920161 0.0005000127 0.0584409619 0.0002467376 0.0572559257
1700030416.53905 -0.583125 -0.033875 0.104908 -0.009941 0.006042 0.999902 0.007838 0.0001439176 -0.0000070166 0.0000130734 0.0001864383 -0.0000031685 0.0006175467 0.0600402810 0.0006129413 0.0003628187 0.0585027732 0.0002067984 0.0573104825
1700030416.60548 -0.618265 -0.042689 0.088928 -0.003770 0.005731 0.999934 0.009266 0.0001456287 -0.0000081549 0.0000172388 0.0001903258 -0.0000077282 0.0006195724 0.0598726295 0.0006283845 0.0004838922 0.0585511875 0.0001694983 0.0572916207
1700030416.67191 -0.685470 -0.051240 0.080490 -0.011563 0.005360 0.999835 0.012920 0.0001484326 -0.0000088078 0.0000103972 0.0001953892 -0.0000081471 0.0006274931 0.0600854534 0.0006402699 0.0004192803 0.0586436280 0.0001291468 0.0574749185
1700030416.73833 -0.769076 -0.086246 0.099872 -0.019004 -0.001392 0.999589 0.021404 0.0001455824 -0.0000127104 0.0000024666 0.0001839441 -0.0000113054 0.0006329844 0.0601032137 0.0006528606 0.0006867440 0.0586756817 0.0001718569 0.0572998594
1700030416.80475 -0.839667 -0.101587 0.104277 -0.015306 -0.000119 0.999574 0.024848 0.0001490184 -0.0000136899 0.0000054159 0.0001886733 -0.0000123603 0.0006405711 0.0603044684 0.0006831069 0.0008231200 0.0588128142 0.0001469412 0.0574714080
1700030416.87116 -0.908109 -0.116234 0.112571 -0.010899 0.017196 0.999501 0.024149 0.0001522984 -0.0000138920 0.0000104952 0.0001934884 0.0000031025 0.0006485610 0.0606348565 0.0007439422 0.0010197880 0.0590315741 0.0001281223 0.0577400655
1700030416.93757 -0.980255 -0.135622 0.112505 -0.020661 0.027737 0.999018 0.027673 0.0001555476 -0.0000147385 0.0000015000 0.0001987865 0.0000119105 0.0006564158 0.0611149482 0.0008241922 0.0012728252 0.0593689128 0.0001095597 0.0581317522
1700030417.00398 -1.050914 -0.160350 0.112457 -0.017122 0.026854 0.999148 0.026241 0.0001588643 -0.0000150515 0.0000057483 0.0002041490 0.0000108604 0.0006644590 0.0617766562 0.0009251229 0.0015871948 0.0598494248 0.0000921130 0.0586708461
1700030417.07038 -1.127849 -0.186162 0.109659 -0.023372 0.025465 0.999139 0.022939 0.0001620345 -0.0000154253 0.0000000582 0.0002097138 0.0000087533 0.0006727748 0.0626593393 0.0010503608 0.0019648111 0.0605148508 0.0000771675 0.0593843967
1700030417.13671 -1.209149 -0.215382 0.105586 -0.029880 0.017994 0.999192 0.019979 0.0001654421 -0.0000157195 -0.0000060527 0.0002152946 0.0000009915 0.0006811472 0.0638023960 0.0012006470 0.0024099839 0.0613982618 0.0000655798 0.0602973500
1700030417.20390 -1.328744 -0.159423 0.067077 -0.024777 0.010487 0.999379 0.022751 0.0001547731 -0.0000223514 -0.0000006946 0.0002165239 -0.0000091193 0.0006892174 0.0647697190 0.0023806764 0.0023214975 0.0602198405 0.0013228825 0.0606756151
1700030417.27109 -1.406628 -0.165993 0.070523 -0.012838 0.012287 0.999476 0.027036 0.0001588073 -0.0000236329 0.0000113531 0.0002218343 -0.0000047923 0.0006977625 0.0663596508 0.0030474779 0.0027009928 0.0607438075 0.0017954377 0.0618571734
1700030417.33828 -1.491188 -0.175033 0.064813 -0.017720 0.009337 0.999295 0.031769 0.0001626389 -0.0000249519 0.0000068734 0.0002273693 -0.0000083211 0.0007066178 0.0683302061 0.0037898808 0.0031476754 0.0613448125 0.0023420704 0.0633014902
1700030417.40548 -1.578740 -0.182636 0.057947 -0.019990 0.002168 0.999108 0.037128 0.0001667704 -0.0000264469 0.0000052003 0.0002331930 -0.0000157447 0.0007152114 0.0707151101 0.0046571730 0.0036492633 0.0621193276 0.0029758336 0.0650270116
1700030417.47269 -1.633798 -0.139164 0.145240 -0.020714 0.008883 0.998933 0.040321 0.0001615530 -0.0000243214 0.0000012875 0.0002371360 -0.0000108123 0.0007240235 0.0725147355 0.0043116314 0.0015875175 0.0613491076 0.0002108096 0.0598461280
1700030417.53990 -1.670349 -0.106125 0.162357 -0.013502 0.019995 0.998859 0.041222 0.0001618506 -0.0000228970 0.0000093621 0.0002412744 0.0000004915 0.0007330666 0.0754256484 0.0049132436 0.0015991680 0.0616266752 -0.0001133707 0.0602761899
1700030417.60711 -1.697432 -0.079920 0.176057 -0.022634 0.029886 0.998478 0.040450 0.0001545979 -0.0000034605 -0.0000035151 0.0001998286 0.0000176160 0.0007405409 0.0651083140 0.0011626802 0.0022838168 0.0604904715 0.0000456021 0.0600815037
1700030417.67433 -1.798879 -0.081071 0.105895 -0.026945 0.032612 0.998410 0.037247 0.0001514316 -0.0000084132 -0.0000038425 0.0001797263 0.0000198438 0.0006666075 0.0630801650 0.0009013032 0.0014323233 0.0599408603 0.0001523821 0.0582960900
1700030417.74155 -1.872018 -0.083063 0.100323 -0.034855 0.024576 0.998498 0.034380 0.0001507239 -0.0000074661 -0.0000137454 0.0001683474 0.0000148736 0.0006305551 0.0624093671 0.0009226657 0.0012920619 0.0600792603 0.0001948461 0.0581899010
1700030417.80878 -1.946178 -0.095438 0.072920 -0.027435 0.018519 0.998829 0.035286 0.0001522283 -0.0000073635 -0.0000132404 0.0001638338 0.0000047888 0.0006214678 0.0621998593 0.0008891086 0.0012797542 0.0601883086 0.0001660475 0.0581800657
1700030417.87601 -2.019162 -0.097609 0.080571 -0.022130 0.006808 0.998860 0.041734 0.0001555573 -0.0000076906 -0.0000038154 0.0001675267 -0.0000068011 0.0006277095 0.0623071680 0.0008461027 0.0013271239 0.0603349448 0.0001383615 0.0582786034
1700030417.94325 -2.088054 -0.101591 0.081190 -0.015503 0.010173 0.998737 0.046687 0.0001581147 -0.0000086552 0.0000023871 0.0001701308 -0.0000029678 0.0006336872 0.0624546488 0.0008048227 0.0013898466 0.0605409616 0.0000907009 0.0583146576
1700030418.01049 -2.164502 -0.104553 0.075638 -0.019867 0.005654 0.998497 0.050756 0.0001617583 -0.0000090502 -0.0000008221 0.0001741570 -0.0000082235 0.0006396850 0.0627046867 0.0007443852 0.0014967548 0.0608488119 0.0000313464 0.0584607974
1700030418.07774 -2.236610 -0.118358 0.082784 -0.022411 0.007019 0.998200 0.055183 0.0001619684 -0.0000099263 -0.0000045735 0.0001780223 -0.0000067730 0.0006450820 0.0630069932 0.0008078076 0.0015245525 0.0610521074 0.0001787040 0.0584899483
1700030418.14499 -2.314762 -0.116908 0.084884 -0.017026 0.016151 0.997955 0.059451 0.0001560986 -0.0000098746 -0.0000017686 0.0001819218 0.0000010460 0.0006506927 0.0634908530 0.0007134978 0.0016252861 0.0610731009 0.0000823569 0.0586320598
1700030418.21192 -2.393194 -0.122495 0.090003 -0.024526 0.024444 0.997519 0.061293 0.0001597551 -0.0000104340 -0.0000091364 0.0001862583 0.0000079584 0.0006566612 0.0641707862 0.0006601394 0.0017646695 0.0613439191 0.0000516421 0.0588921163
1700030418.27902 -2.468509 -0.133818 0.096723 -0.023412 0.020868 0.997919 0.056346 0.0001629931 -0.0000104010 -0.0000075570 0.0001907335 0.0000042805 0.0006631687 0.0650813821 0.0005926996 0.0019326619 0.0616930065 0.0000120367 0.0592653144
1700030418.34611 -2.546780 -0.144435 0.096151 -0.026760 0.019036 0.997973 0.054518 0.0001665886 -0.0000105997 -0.0000104943 0.0001952314 0.0000019106 0.0006695294 0.0662612725 0.0005189307 0.0021292095 0.0621665562 -0.0000358198 0.0597781502
1700030418.41322 -2.616712 -0.169891 0.133645 -0.030322 0.010274 0.998075 0.053109 0.0001580739 -0.0000149559 -0.0000161209 0.0001983492 -0.0000075501 0.0006752859 0.0674718570 0.0008964101 0.0019813116 0.0618904362 0.0001267556 0.0588598631
1700030418.48032 -2.675912 -0.179070 0.146240 -0.024425 0.007889 0.998245 0.053373 0.0001589302 -0.0000161748 -0.0000106319 0.0002004073 -0.0000124848 0.0006807914 0.0690634390 0.0010694264 0.0021978932 0.0619997348 0.0001550310 0.0588439690
1700030418.54743 -2.926519 -0.204741 0.123999 -0.022483 0.006947 0.998113 0.056723 0.0001573827 -0.0000106744 -0.0000016427 0.0001855433 -0.0000051934 0.0006869813 0.0658829555 0.0007925214 0.0015603546 0.0620818972 0.0000906852 0.0587754609
1700030418.61454 -3.022955 -0.216871 0.121468 -0.024363 0.004625 0.997720 0.062763 0.0001612883 -0.0000112415 -0.0000094050 0.0001896759 -0.0000110299 0.0006933462 0.0668202150 0.0007342430 0.0014880079 0.0629178831 0.0000588695 0.0589268711
1700030418.68165 -3.123141 -0.227203 0.113548 -0.027127 0.001138 0.997414 0.066546 0.0001650362 -0.0000116540 -0.0000117366 0.0001940549 -0.0000151510 0.0006998334 0.0679564188 0.0007506422 0.0014310327 0.0633084512 0.0000308574 0.0591096896
1700030418.74877 -3.226662 -0.230532 0.106007 -0.029920 0.009381 0.997014 0.070566 0.0001689186 -0.0000123518 -0.0000146948 0.0001979460 -0.0000074575 0.0007068858 0.0693449952 0.0007809570 0.0013680870 0.0638107844 -0.0000034274 0.0593979643
1700030418.81589 -3.327887 -0.238155 0.107544 -0.029838 0.017361 0.996769 0.072527 0.0001726161 -0.0000130224 -0.0000146484 0.0002022514 0.0000002937 0.0007139221 0.0710360589 0.0008088900 0.0013017991 0.0644373156 -0.0000450953 0.0598163687
1700030418.88301 -3.428177 -0.249059 0.111080 -0.033327 0.024013 0.996505 0.072731 0.0001765266 -0.0000136041 -0.0000184347 0.0002069116 0.0000063633 0.0007205972 0.0730759866 0.0008361324 0.0012319036 0.0652281557 -0.0000941100 0.0603913475
1700030418.95013 -3.529967 -0.261983 0.107913 -0.033642 0.026165 0.996563 0.071037 0.0001801727 -0.0000139183 -0.0000185743 0.0002117222 0.0000081690 0.0007276066 0.0755082387 0.0008647220 0.0011581997 0.0662281543 -0.0001505223 0.0611502407
1700030419.01726 -3.636744 -0.278471 0.097774 -0.038312 0.019562 0.996541 0.071097 0.0001843087 -0.0000140364 -0.0000230290 0.0002163150 0.0000005098 0.0007345647 0.0783805421 0.0008910492 0.0010833799 0.0674869167 -0.0002140780 0.0621216448
1700030419.08440 -3.760037 -0.235012 0.090758 -0.037457 0.020622 0.996548 0.071157 0.0001673881 -0.0000205360 -0.0000253603 0.0002188649 -0.0000025007 0.0007410114 0.0814118746 0.0016339182 0.0011485051 0.0662403487 0.0002157141 0.0627970933
1700030419.15153 -3.857557 -0.233006 0.096908 -0.028033 0.015662 0.996582 0.076120 0.0001705093 -0.0000214627 -0.0000147500 0.0002233760 -0.0000044577 0.0007490333 0.0852071048 0.0021058071 0.0011143718 0.0668862425 0.0003407380 0.0640598045
1700030419.21899 -3.930210 -0.227934 0.066804 -0.025248 0.014094 0.996288 0.081080 0.0001653591 -0.0000056572 -0.0000138504 0.0001961593 -0.0000023777 0.0007560439 0.0760933650 0.0001045895 0.0007131103 0.0671021448 0.0000993681 0.0622080279
1700030419.28521 -4.030271 -0.222537 0.054237 -0.026386 0.011287 0.996102 0.083408 0.0001688257 -0.0000058980 -0.0000138941 0.0002004071 -0.0000057103 0.0007633537 0.0778585370 -0.0002484099 0.0006281253 0.0675663402 0.0001422411 0.0628841106
1700030419.35142 -4.134601 -0.210027 0.039300 -0.032003 0.018820 0.995510 0.087071 0.0001727954 -0.0000065210 -0.0000209086 0.0002045857 0.0000017997 0.0007704199 0.0799000138 -0.0006757371 0.0005550202 0.0682706490 0.0001920980 0.0637201752
1700030419.41763 -4.257598 -0.160769 -0.001697 -0.030872 0.027976 0.995088 0.089801 0.0001651945 -0.0000115840 -0.0000227245 0.0001948047 0.0000096589 0.0007765585 0.0763376897 0.0002236415 0.0024496446 0.0683794766 0.0000183017 0.0620002188
1700030419.48383 -4.455058 -0.123759 -0.046366 -0.036900 0.035822 0.994638 0.089727 0.0001666429 -0.0000124755 -0.0000292849 0.0001957649 0.0000218903 0.0007822500 0.0761774064 0.0005016124 0.0025814658 0.0689465353 0.0000647976 0.0620133289
1700030419.55002 -4.609633 -0.077055 -0.053515 -0.038091 0.039896 0.994671 0.087103 0.0001662826 -0.0000082989 -0.0000321202 0.0001894872 0.0000282914 0.0007884724 0.0747342629 0.0005964058 0.0021563631 0.0699402457 -0.0000051364 0.0619567465
1700030419.61620 -4.712636 -0.061406 -0.074226 -0.040450 0.035687 0.994669 0.087881 0.0001677768 -0.0000083520 -0.0000382136 0.0001923955 0.0000242231 0.0007956201 0.0754148429 0.0005603698 0.0024221376 0.0708358865 -0.0000661288 0.0622374304
1700030419.68237 -4.825475 -0.043634 -0.089947 -0.038773 0.029897 0.994935 0.087796 0.0001682828 -0.0000073897 -0.0000361273 0.0001950770 0.0000176752 0.0008037290 0.0760710430 0.0003700482 0.0026507714 0.0714237913 -0.0001883549 0.0624667273
1700030419.74853 -4.958354 -0.012189 -0.131371 -0.036628 0.020317 0.995025 0.090391 0.0001709248 -0.0000070522 -0.0000319245 0.0001985473 0.0000043813 0.0008124808 0.0770413492 0.0001865315 0.0028660481 0.0720708693 -0.0002285831 0.0626012480
1700030419.81469 -5.068567 0.016888 -0.148963 -0.026614 0.018671 0.994819 0.096325 0.0001734355 -0.0000074642 -0.0000189227 0.0002025205 0.0000040024 0.0008214038 0.0783266572 -0.0000048200 0.0032299191 0.0729834489 -0.0003121851 0.0629846069
1700030419.88084 -5.183842 0.046838 -0.175842 -0.027157 0.014424 0.994522 0.099906 0.0001769658 -0.0000076991 -0.0000188942 0.0002065848 -0.0000016104 0.0008293988 0.0798627616 -0.0002739116 0.0036610970 0.0739135948 -0.0004050089 0.0634622774
1700030419.94698 -5.303641 0.082956 -0.208138 -0.030437 0.017185 0.994167 0.102033 0.0001807903 -0.0000081074 -0.0000232679 0.0002107705 0.0000010536 0.0008371608 0.0816903436 -0.0005724243 0.0041499197 0.0750192272 -0.0005079338 0.0640788002
1700030420.01311 -5.448982 0.145237 -0.181034 -0.035558 0.024186 0.993461 0.105765 0.0001704466 -0.0000060393 -0.0000327088 0.0002115977 0.0000093088 0.0008434156 0.0835369340 -0.0010641285 0.0050905998 0.0756823141 -0.0008721824 0.0640493014
1700030420.07924 -5.579684 0.194952 -0.212800 -0.044598 0.038711 0.992673 0.105419 0.0001751934 -0.0000075609 -0.0000492158 0.0002167512 0.0000268761 0.0008485054 0.0859422474 -0.0015330141 0.0059872371 0.0768951921 -0.0010880882 0.0645047284
1700030420.14535 -5.700015 0.233528 -0.228190 -0.042013 0.040322 0.993160 0.101205 0.0001779033 -0.0000072884 -0.0000455108 0.0002213804 0.0000290313 0.0008570662 0.0887202069 -0.0021279438 0.0069454274 0.0781045278 -0.0013378673 0.0650629667
1700030420.21142 -5.824344 0.271320 -0.252110 -0.046207 0.037481 0.993118 0.100879 0.0001820146 -0.0000072708 -0.0000508228 0.0002254260 0.0000246149 0.0008649862 0.0919372741 -0.0028638623 0.0080381756 0.0794385678 -0.0016187082 0.0657289957
1700030420.27764 -5.952805 0.307897 -0.279708 -0.050654 0.032895 0.993165 0.099879 0.0001862661 -0.0000069362 -0.0000563062 0.0002294841 0.0000179132 0.0008729725 0.0956444913 -0.0037147598 0.0092666494 0.0809796557 -0.0019318187 0.0665399696
1700030420.34385 -6.072665 0.350060 -0.295044 -0.046681 0.026231 0.993154 0.103812 0.0001888352 -0.0000066245 -0.0000499315 0.0002335786 0.0000094860 0.0008827948 0.0999073018 -0.0046691174 0.0106414056 0.0826625310 -0.0022763589 0.0675025357
1700030420.41005 -6.187570 0.395991 -0.305955 -0.033313 0.027440 0.993077 0.109249 0.0001903278 -0.0000071327 -0.0000313580 0.0002381596 0.0000127128 0.0008933986 0.1047778925 -0.0057352920 0.0121625439 0.0845495254 -0.0026545143 0.0686462940
1700030420.47625 -6.308717 0.441738 -0.326720 -0.034359 0.023836 0.992713 0.113012 0.0001940784 -0.0000074123 -0.0000321582 0.0002425499 0.0000075102 0.0009021156 0.1102907057 -0.0069233389 0.0138308348 0.0867658683 -0.0030698618 0.0700150764
1700030420.54243 -6.433538 0.492896 -0.353573 -0.035974 0.024325 0.992348 0.115587 0.0001979843 -0.0000078406 -0.0000343683 0.0002471887 0.0000075668 0.0009106080 0.1165092705 -0.0082175448 0.0156559254 0.0893309647 -0.0035249599 0.0716343618
1700030420.60861 -6.539928 0.543998 -0.285453 -0.037265 0.027224 0.991697 0.120028 0.0001764123 0.0000004207 -0.0000435955 0.0002462561 0.0000151004 0.0009168988 0.1210583704 -0.0119339113 0.0168810468 0.0896247003 -0.0052919308 0.0698391584
1700030420.67478 -6.693326 0.621507 -0.327641 -0.042261 0.040659 0.990930 0.120908 0.0001792549 -0.0000004188 -0.0000539648 0.0002515251 0.0000304326 0.0009228993 0.1282336673 -0.0146067005 0.0192038818 0.0914473451 -0.0060337771 0.0705037175
1700030420.74094 -6.853346 0.657932 -0.343713 -0.039609 0.040250 0.991390 0.118142 0.0001777360 -0.0000042448 -0.0000469730 0.0002446350 0.0000346930 0.0009314868 0.1246627750 -0.0124711964 0.0176589710 0.0919220533 -0.0053001273 0.0701459480
1700030420.80710 -6.980960 0.702445 -0.364299 -0.041538 0.036858 0.991485 0.117788 0.0001813642 -0.0000037841 -0.0000501531 0.0002486074 0.0000276652 0.0009406646 0.1317037030 -0.0147200041 0.0197467193 0.0943789968 -0.0060318669 0.0711125565
1700030420.87324 -7.113527 0.745426 -0.389493 -0.045048 0.029124 0.991499 0.118544 0.0001851839 -0.0000032085 -0.0000541470 0.0002525362 0.0000161574 0.0009498735 0.1395304560 -0.0171772265 0.0219873532 0.0967171112 -0.0067988017 0.0721539748
1700030420.93938 -7.214162 0.750166 -0.427602 -0.042221 0.021262 0.991526 0.121000 0.0001814731 -0.0000043158 -0.0000520407 0.0002562901 0.0000086325 0.0009587050 0.1480230927 -0.0195909665 0.0246400997 0.0987961582 -0.0079036217 0.0730568136
1700030421.00551 -7.510847 0.808630 -0.490234 -0.033739 0.011097 0.991143 0.127958 0.0001743727 0.0000002154 -0.0000336080 0.0002543371 -0.0000000671 0.0009686621 0.1531101215 -0.0216632613 0.0257022212 0.1004600746 -0.0084148708 0.0733508386
1700030421.07163 -7.653032 0.836845 -0.516208 -0.032690 0.007952 0.990662 0.132122 0.0001778213 -0.0000001993 -0.0000370768 0.0002591694 -0.0000105830 0.0009774198 0.1626476422 -0.0246597172 0.0286174462 0.1051470969 -0.0096595191 0.0749655818
1700030421.13774 -7.798278 0.867755 -0.548415 -0.032156 0.006988 0.990551 0.133142 0.0001808995 -0.0000002747 -0.0000360016 0.0002639489 -0.0000121275 0.0009867660 0.1732279591 -0.0282424932 0.0315061519 0.1082451613 -0.0108901568 0.0762892224
1700030421.20381 -8.009233 0.941112 -0.615271 -0.038340 0.018134 0.989897 0.135294 0.0001797036 -0.0000051659 -0.0000482818 0.0002643300 0.0000004709 0.0009948310 0.1793848099 -0.0292544102 0.0322236639 0.1100207873 -0.0107072829 0.0762333612
1700030421.27003 -8.289404 1.032311 -0.648411 -0.039191 0.018901 0.989232 0.139737 0.0001741071 -0.0000100590 -0.0000484643 0.0002582839 0.0000011854 0.0010035728 0.1812687563 -0.0283583909 0.0338131967 0.1119481988 -0.0108654959 0.0770597056
1700030421.33624 -8.940618 1.250728 -0.815742 -0.049104 0.029998 0.988614 0.139038 0.0001782194 -0.0000080353 -0.0000614878 0.0002368283 0.0000227184 0.0010095360 0.1585667788 -0.0191267893 0.0269449404 0.1123654681 -0.0083012751 0.0755193918
1700030421.40244 -9.577855 1.450747 -0.983053 -0.051740 0.034873 0.988596 0.137057 0.0001802878 -0.0000078884 -0.0000704780 0.0002216783 0.0000361097 0.0010084652 0.1384951666 -0.0088000369 0.0197339369 0.1178706019 -0.0055135659 0.0743485832
1700030421.46863 -9.805331 1.508163 -1.024215 -0.058866 0.028034 0.988484 0.136560 0.0001866454 -0.0000073876 -0.0000879986 0.0002246866 0.0000234672 0.0010156092 0.1441620277 -0.0078251002 0.0215519103 0.1279365712 -0.0060432607 0.0766494123
1700030421.53482 -10.034654 1.567900 -1.063921 -0.059455 0.026236 0.988861 0.133909 0.0001897980 -0.0000069030 -0.0000887953 0.0002286023 0.0000207072 0.0010252069 0.1500757368 -0.0087389821 0.0234170209 0.1319235420 -0.0065348901 0.0778683451
1700030421.60099 -10.258037 1.631789 -1.091768 -0.059596 0.015271 0.988397 0.138875 0.0001925598 -0.0000055093 -0.0000868798 0.0002320345 0.0000028052 0.0010358377 0.1565955323 -0.0097625831 0.0254642909 0.1360463169 -0.0070629938 0.0792237926
1700030421.66716 -10.481403 1.700299 -1.122413 -0.054673 0.016210 0.987767 0.145136 0.0001942807 -0.0000063627 -0.0000789977 0.0002360305 0.0000049897 0.0010471061 0.1637585891 -0.0108751119 0.0276847043 0.1404314181 -0.0076258993 0.0807583148
1700030421.73332 -10.711829 1.769761 -1.163957 -0.060412 0.012523 0.987104 0.147710 0.0001992628 -0.0000059607 -0.0000880316 0.0002400907 -0.0000026740 0.0010551935 0.1715890746 -0.0120896032 0.0300782964 0.1452323581 -0.0082254268 0.0825175239
1700030421.79948 -10.948679 1.876046 -1.180572 -0.069288 0.019252 0.986103 0.149762 0.0002031147 -0.0000079334 -0.0001051584 0.0002439763 0.0000036927 0.0010612107 0.1801745394 -0.0133450575 0.0326875423 0.1499019606 -0.0094149056 0.0839783654
1700030421.86562 -11.121151 2.009405 -1.229551 -0.062336 0.022942 0.985891 0.153647 0.0001873500 -0.0000052200 -0.0001043468 0.0002451913 0.0000079923 0.0010700357 0.1889321845 -0.0150341315 0.0361398624 0.1543819662 -0.0104743826 0.0853732862
1700030421.93176 -11.457005 2.145442 -1.315060 -0.068341 0.034090 0.985408 0.152116 0.0001920455 -0.0000080170 -0.0001133718 0.0002495630 0.0000320567 0.0010765648 0.1974314081 -0.0157432527 0.0385135712 0.1579657092 -0.0111129985 0.0865701915
1700030421.99789 -11.689550 2.240390 -1.354980 -0.065577 0.036317 0.986047 0.148632 0.0001944829 -0.0000080471 -0.0001117459 0.0002542455 0.0000367342 0.0010867025 0.2082347824 -0.0168558953 0.0420440261 0.1653774009 -0.0121799919 0.0889716355
1700030422.06401 -11.951949 2.356501 -1.386785 -0.069124 0.031517 0.986157 0.147388 0.0001968907 -0.0000079390 -0.0001169820 0.0002567452 0.0000255831 0.0010959410 0.2196347137 -0.0186630891 0.0459103913 0.1708867131 -0.0134539079 0.0909844153
1700030422.13012 -12.207032 2.460803 -1.431142 -0.062032 0.025534 0.986993 0.146101 0.0001963721 -0.0000057357 -0.0001042726 0.0002574501 0.0000193985 0.0011095888 0.2290267929 -0.0195503139 0.0488011179 0.1770198449 -0.0144798729 0.0927138731
1700030422.19619 -12.444318 2.567546 -1.461196 -0.059569 0.016404 0.986790 0.149761 0.0001960654 -0.0000037154 -0.0000981416 0.0002610192 0.0000041570 0.0011217046 0.2422203619 -0.0218320230 0.0531947247 0.1833355397 -0.0158188411 0.0950358175
1700030422.26240 -12.862788 2.703972 -1.594715 -0.052885 0.016156 0.986279 0.155552 0.0001948286 -0.0000027289 -0.0000814365 0.0002601521 0.0000051385 0.0011346334 0.2496199863 -0.0232183946 0.0540880873 0.1895799014 -0.0167180354 0.0951949840
